title,address,description,size,price_string,direction,balcony_direction,bedrooms,toilets,duty,furniture,start_date,end_date,type,id
"Căn 3PN 120m2 view biển công viên - kèm chỗ đậu ôtô khu Diamond Centery, giá 7 tỷ 8 celadon city","Dự án Diamond Centery Celadon City, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh","Cần bán căn 3PN - 2WC 120m² khu Diamond Centery.
- Giá: 7 tỷ 8.
- Bàn giao: Nhà mới (bao gồm trần, đèn, bếp, máy lạnh, thiết bị vệ sinh.
- View: Công viên.
- Anh chị khách hàng co thể xem thực tế ạ.
Anh chị quan tâm inbox em nhe:
0359 999 ***
E. Thư).",120 m²,"7,8 tỷ",,,3 phòng,2 phòng,,,20/07/2024,04/08/2024,Tin thường,40313460
"Nhân viên trực tiếp chủ đầu tư bán căn 2PN khu Diamond Brilliant Celadon City giá 5tỷ090tr - 95,8m2","Dự án Diamond Brilliant, Đường N1, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh","Em là nhân viên chủ đầu tư xin cập nhật giá căn hộ 2PN - 2WC khu Diamond Brilliant:
- Diện tích: 95,8m2
- Giá: 5,090,000,000 vnd.
- Khu Diamond Brilliant - Celadon City.
- Tình trạng: Nhà mới.
- Bàn giao: Trần, đèn, kệ bếp trên & dứoi, máy lạnh, thiết bị vệ sinh...
- Có thể xem nhà trực tiếp ạ.
- Tiện ích: Hồ bơi, công viên, BBQ, khu vui chơi trẻ em, đài ngắm cảnh...

Liên hệ em Thu chuyên bán các sản phẩm Celadon City.


Xem nhà trực tiếp gọi em ạ:
0359 999 ***
Em Thư).
Mail: thu.truongnguyenanh@gamudaland.com.my.
https://celadoncitytanphu.com/diamond-brilliant-celadon-tong-quan-toan-khu-brilliant-bid110.html","95,8 m²","5,09 tỷ",,,2 phòng,2 phòng,Hợp đồng mua bán,,19/07/2024,03/08/2024,Tin thường,40029093
"VỚI HƠN 180 CĂN HỘ ĐẢO KIM CƯƠNG TỪ 1 - 5 PN CẦN BÁN, QUÝ KHÁC DỄ DÀNG LỰA CHỌN ĐƯỢC CĂN HỘ NHƯ Ý","Dự án Diamond Island, Quận 2, Hồ Chí Minh","Diamond Island ( Đảo kim cương ) là khu căn hộ hạng sang cao cấp thuộc hàng bậc nhất Quận 2 TP HCM, nằm trên hòn đảo biệt lập và được bao quanh với 4 mặt sông nước tạo nên không gian sống đỉnh cao, tuyệt vời và đầy tính riêng tư.

Để được tư vấn và đi xem căn hộ thực tế, Quý khách liên Hệ PKD Diamond Island: Điện thoại / Zalo / Viber / SMS:
0903 436 ***
/
0902 621 ***
- Ms Thanh Nga.
Giá bán căn hộ Đảo Kim Cương thay đổi phụ thuộc vào diện tích, hướng View, số tòa, tầng, và tình trạng nội thất:

* Căn hộ 1 PN, 1 WC:
- DT 45 - 65 m², giá bán từ 3,2 tỷ - 4,5 tỷ.

* Căn hộ 2 PN, 2 WC:
- DT 65 - 72 m², giá bán từ 4,5 tỷ - 5,1 tỷ.
- DT 81 - 89 m², giá bán từ 5,4 tỷ - 7,8 tỷ.
- DT 90 - 98 m², giá bán từ 6,8 tỷ - 10 tỷ.
- DT 105 - 109 m², giá bán từ 8,5 tỷ - 12 tỷ.
- DT 125 m², Tháp Brilliant, giá bán từ 11,5 tỷ - 15 tỷ.

* Căn hộ 3 PN, 2 - 3 WC:
- DT 117 - 143 m², giá bán từ 9,4 tỷ - 13,5 tỷ.
- DT 178 - 220 m², giá bán từ 15,5 tỷ - 23,3 tỷ.
- DT 164 m², ( 3 PN, 3WC ), Tháp Maldives, giá bán từ 26 tỷ - 33 tỷ.
- DT 187 - 200 m², căn hộ sân vườn, giá bán từ 17,6 tỷ - 21 tỷ.

* Căn hộ 4 PN, 3 - 4 WC:
- DT 160 - 218 m², giá bán từ 18,5 tỷ - 32 tỷ.
* Ngoài các căn hộ thông thường và Officetel, Diamond Island ( Đảo kim cương ) còn có các căn hộ đẳng cấp cao như: Căn hộ Duplex, Garden Villa, Pool Villa, Sky Villa, Penthouse với diện tích từ 190 -- 880 m², với giá bán từ 18 tỷ - 120 tỷ / căn.

Quý khách liên hệ PKD Diamond Island: : Điện thoại / Zalo / Viber / SMS:
0903 436 ***
/
0902 621 ***
- Ms Thanh Nga.
- Chuyên bán căn hộ Diamond Island với giới kinh nghiệm lâu năm, chuyên nghiệp, uy tín, nhiệt tình và chân thành.
- Hỗ trợ, tư vấn, dẫn khách đi xem căn hộ miễn phí 24/7 kể cả thứ 7, Chủ nhật và các ngày lễ lớn.
- Hợ trợ Quý khách thương lượng giá, gặp và làm việc trực tiếp Chủ nhà.
- Hỗ trợ Quý khách mọi thủ tục pháp lý, thuế, ngân hàng từ A - Z chuyên nghiệp và nhanh chóng.

THÔNG TIN VỀ KHU CĂN HỘ DIAMOND ISLAND ( ĐẢO KIM CƯƠNG ):
- Chủ đầu tư uy tín và danh tiếng: Tập đoàn Kusto Home - Kusto Group Singapore.
- Diện tích khu căn hộ: 8 ha.
- Mật độ xây dựng 13,5%, còn lại 86,5% là mật độ dành cho mảng xanh và khu vực công cộng.
- Bao gồm 6 cụm tòa tháp, 1.323 căn hộ, đã ban giao sẵn sàng để ở.
- Pháp lý: Sổ hồng sở hữu lâu dài.
- Ban quản lý khu căn hộ Savills.
- Diamond Island có đầy đủ các tiện ích hạng sang cao cấp như: Hồ bơi muối khoáng 2.000m, hồ bơi tràn đạt chuẩn Olympic với 4 làn bơi, xông hơi sauna, BBQ, khu vui chơi cho trẻ em, đường dạo bộ ven sông dài gần 2 km, nhà hàng sang trọng, phòng gym, yoga, phòng thiền, sân golf, sân tennis, siêu thị, bến du thuyền ...

Quý khách liên hệ PKD Diamond Island: Điện thoại / Zalo / Viber / SMS:
0903 436 ***
/
0902 621 ***
- Ms Thanh Nga",83 m²,6 tỷ,Tây - Nam,Đông - Nam,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,21/07/2024,28/07/2024,Tin VIP Kim Cương,40458476
"Bán căn hộ mặt sông Hàn, tặng gói sinh nhật và du lịch 70 triệu (trừ thẳng vào giá bán)","Dự án Peninsula Đà Nẵng , Đường Trần Hưng Đạo, Phường Nại Hiên Đông , Sơn Trà, Đà Nẵng","Căn hộ Peninsula Da Nang - căn hộ ven sông tốt nhất đà nẵng trong tầm giá.
Sở hữu căn hộ ven sông Hàn chỉ từ 2.2 tỷ full nội thất.
Tổng quan dự án căn hộ Peninsula.
Vị trí: Trần Hưng Đạo - Lê Văn Duyệt, P Nại Hiên Đông, Q Sơn Trà Đà Nẵng.
Chủ đầu tư: Tập Đoàn Đông Đô.
Đơn vị phát triển dự án: Athena Luxury.
Đơn vị phân phối Độc Quyền: Công ty CP Đô Thị Thông Minh Việt Nam.
Quy mô: Diện tích đất: 7,167 m².
Mật độ xây dựng: 44 %.
3 tầng hầm đậu ô tô (diện tích hơn 18 nghìn m²).
3 tầng khối đế dịch vụ tiện ích.
26 tầng căn hộ cao cấp (34 căn/sàn).
Tầng thượng có hồ bơi + căn hộ + 1 tầng tum.
Pháp lý: Sổ hồng riêng sở hữu lâu dài.
Thời gian bàn giao: Dự kiến tháng 6/2026.
Thời gian cấp sổ: Dự kiến tháng 01/2027.
-----
Loại hình sản phẩm:
- Căn 2PN View Sông Hàn, Novotel (64,3m²) mã căn P1 - 19 - 17.
- Căn 2PN view Sông Hàn, Novotel (76,1m²) mã căn P2 - 17 - 12.
-----
- Viettin Bank bảo lãnh cho dự án, và hỗ trợ vay cho khách hàng.
Chính sách ""chủ nhân tinh hoa"" áp dụng cho: 20 khách hàng đầu tiên đến 30/7/2024.
- Chiết khấu 8% (phương án thanh toán theo tiến độ).
- Chiết khấu 2% (phương án thanh toán theo khoản vay).
- Gói nội thất 41.450.000.
- Tặng gói lưu trú và di chuyển cho cả gia đình trị giá 20 triệu/ 1 căn hộ (trừ thẳng vào giá bán).
- Tặng gói Sinh nhật VNSC 50 triệu (trừ thẳng vào giá bán).
- Tặng 2 năm phí vận hành.
- Được chọn căn phù hợp nhất.
-----
Liên hệ em Khương
0708 117 ***
.
Chuyên viên kinh doanh VNSC (Đất Xanh Miền Trung - Dat Xanh Group).
Địa chỉ: 386 Điện Biên Phủ - Thanh Khê - Đà Nẵng.","64,3 m²",52 triệu/m²,,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,17/07/2024,24/07/2024,Tin VIP Bạc,40274412
"Kinh Nghiệm SALE 8 năm CĐT, Em xin cập nhật CT ƯU ĐÃI 17% NHẬN NHÀ, TRẢ CHẬM & ÂN HẠN GỐC LÃI 2 NĂM","Dự án Celadon City, Đường N1, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh","Rổ hàng Celadon City, mua trực tiếp CĐT, TT 17% nhận nhà, ân hạn gốc lãi 2 năm, chiết khấu ngay 10%.
Em Thủy Sale PKD CĐT Gamuda Land (kinh nghiệm 8 năm) Hotline:
0938 888 ***
xin cập nhật các căn Clear Stock tại phân khu Diamond KĐT Celadon City Tân Phú.
Rổ hàng chủ đầu tư các sản phẩm 2PN, 3PN, 4PN, Condo villa, Skylinked Villa, Duplex và Penthouse.

Chương trình bán hàng lịch thanh toán đặc biệt.
* Đối với khách hàng thanh toán 15%.
- Kí HĐMB: 15% + 2% phí bảo trì nhận nhà vào ở ngay.
- Phần còn lại trả chậm trong 24 tháng (mỗi đợt 10% cách nhau 3 tháng).

* Đối với khách hàng thanh toán 95%.
- Chiết khấu ưu đãi 10%.

* Đối với Khách hàng cần vay.
- Ký HĐMB: 30% + 2% phí bảo trì, ngân hàng giải ngân 65%.
- Ngân hàng ân hạn gốc và chủ đầu tư trả lãi trong vòng 24 tháng, từ tháng thứ 25 khách hàng mới phải đóng tiền gốc lãi cho ngân hàng (hoặc thanh toán trước hạn với mức phạt từ 0,5 - 1%).

- Tặng bộ tủ kệ bếp trên dưới, bếp từ, máy hút mùi.
- Bình nước nóng lạnh gián tiếp.
- Thiết bị vệ sinh cao cấp (Grohe, Duravit. ).
- Bộ điều hoà (Daikin, Samsung).
- Tặng kèm chỗ đậu xe ô tô định danh dưới hầm sở hữu lâu dài gắn liền căn hộ.

* Rổ hàng sang nhượng giá tốt:
- Diamond Alnata - (nhận nhà ở ngay).
2PN diện tích (85m - 92m²): Giá 4,650,000,000 vnd.
3PN diện tích (117 - 119m²): Giá 5 tỷ 950,000,000 vnd.

- Diamond Alnata Plus - (nhận nhà ở ngay), tặng kèm ô đậu xe dưới hầm.
2PN diện tích (85m - 88m²): Giá 5,100,000,000 vnd.
3PN diện tích (104m - 117m²): Giá 6,400,000,000 vnd.

- Diamond Brilliant (nhận nhà ở ngay).
2PN diện tích 97m²: Giá 5,150,000,000 vnd.
2PN + 1 diện tích 112m²: Giá 5 tỷ 900,000,000 vnd (có thể thiết kế thành 3Pn).
3PN + 1 diện tích 127 - 141m²: 7 tỷ 800,000,000 vnd.
3PN + 1 và 3WC diện tích 160m²: Giá 9 tỷ 000,000,000 vnd.

- Diamond Centery (nhận nhà Quý 3/2024): Sản phẩm 2PN, 3PN, Duplex, Penhouse.

2PN diện tích 86m²: Giá 5 tỷ 600,000,000 vnd.
3PN và 3WC diện tích 121m²: Giá 7 tỷ 650,000,000 vnd.

* Ngoài ra các sản phẩm hot tại Celadon City:
- Duplex - Penthouse Centery với 4PN 4WC (160 - 215 - 290m)/ 11tỷ - 15,9tỷ - 20tỷ.

- Hỗ trợ tận tình - tư vấn tận tâm - giá cả tốt nhất.
- Luôn luôn cập nhật giỏ hàng những căn giá tốt từng ngày.
- Cung cấp thông tin rõ ràng, chính xác.
- Cam kết giá thực không báo giá ảo.

- Hỗ trợ 24/7. Sale CĐT
0938 888 ***
(zalo/phone).

* Ngân hàng hỗ trợ vay vốn lên đến 80% giá trị căn hộ trong vòng 25 năm với nhiều lãi suất ưu đãi tối ưu: HongLeong, Public, Vietcombank, MB bank, BIDV...

Hotline PKD chủ đầu tư:
0938 888 ***
em Thủy hỗ trợ đi xem thực tế.
Khu nhà mẫu Gamuda Land - Số 68, Đường N1, P. Sơn Kỳ, Q. Tân Phú, TP. HCM.",85 m²,"4,65 tỷ",,Đông - Nam,2 phòng,2 phòng,Hợp đồng mua bán,Cơ bản,19/07/2024,03/08/2024,Tin VIP Kim Cương,40441731
Tổng hợp tất cả các căn hộ The Opera giá tốt nhất (2PN-13tỷ) (3PN-25 tỷ) (4PN-30tỷ) LH:0902 898 ***,"Dự án The Opera Residence, Đường Đại Lộ Vòng Cung, Phường Thủ Thiêm, Quận 2, Hồ Chí Minh","Giỏ hàng chuyển nhượng The Opera - phân khu đẹp nhất The Metropole.

Liên hệ:
0902 898 ***
- Trinh Lee văn phòng tại - B08.08 Tháp B của The Opera hỗ trợ quý anh chị khách hàng nhanh nhất có thể.

* Giỏ hàng căn 2 phòng ngủ The Opera.

- THÁP A: Mặt ngoài - tầng thấp - View Quận 1: 13 tỷ - Căn góc 03A giá 14,4 tỷ suất spa.
- THÁP A: Mặt ngoài - tầng cao - Quận 1, không chắn: 16 tỷ - 20,5 tỷ.
- THÁP A: Mặt trong - tầng thấp 77m² Căn góc cực đẹp giá 13,5 tỷ (rẻ nhất hiện tại).
- THÁP A: Mặt trong - tầng cao - View Hồ Bơi, Cầu Bason, Landmark: 19 tỷ - 19,8 tỷ.

- THÁP B: Mặt ngoài - tầng thấp - View cầu BaSon, giá bán: 12,9 tỷ - 13,9 tỷ.
- THÁP B: Mặt ngoài - tầng cao - View cầu BaSon và landmask giá bán: 14 tỷ - 15,5 tỷ.
- THÁP B: Mặt trong - tầng thấp - View Hồ Bơi, quận 1, giá bán: 15tỷ - 16 tỷ.
- THÁP B: Mặt trong - tầng cao - View Hồ Bơi, quận 1, giá bán: 16 tỷ - 20 tỷ.

* Giỏ hàng 3 phòng ngủ The Opera(có thang máy riêng).

- Tháp B: Căn số 3 lầu trung view trực diện sông và quận 1 giá bán: 40 tỷ.
- Tháp B: Lầu thấp giá bán từ 25 tỷ.

- Tháp A: Căn số 11 lầu cao view trực diện sông, Cầu Bason giá bán: 39 tỷ.
- Tháp A: Lầu thấp view nhìn sông và quận 1 giá bán chỉ từ: 26 tỷ.

* Giỏ hàng 4 phòng ngủ The Opera (Có thang máy riêng).

- Tháp B: Lầu cao view trực diện sông, quận 1, Cầu Bason giá Bán: 52 tỷ.
- Tháp B: Lầu thấp căn góc giá bán chỉ: 30 tỷ.

- Tháp A: Lầu cao view trực diện sông và quận 1 giá bán: 52tỷ - 60tỷ.
- Tháp A: Lầu thấp view sông quận 1 giá bán: 33 tỷ.

* Căn hộ duplex/loft: Diện tích 110m² - 222m² (Trần cao 6.3m thiết kế 2 tầng).

- Giá bán: 16 tỷ - 64 tỷ: View trực diện sông (Hiếm).

* Penthouse - 3 tầng có hồ bơi riêng.
- Giá bán từ 45 - 150 tỷ tuỳ căn và tuỳ diện tích.

+ ++++ Tiêu chuẩn bàn giao hoàn thiện cơ bản từ CĐT bao gồm: Máy giặt, tủ lạnh âm tường, tủ quần áo, tủ sấy, tủ kệ giầy, Full nội thất bếp, Full nội thất WC, bồn tắm nằm chuẩn 5*,...

Giá trên đã bao gồm tất các khoản thuế phí chuyển nhượng sang tên.

LIÊN HỆ:
0902 898 ***
- Trinh Lee Văn Phòng Tại - B08.08 Tháp B của The Opera hỗ trợ 24/7.",71 m²,13 tỷ,,,2 phòng,2 phòng,Hợp đồng mua bán,Đầy đủ,21/07/2024,05/08/2024,Tin VIP Kim Cương,39160709
Chỉ với 15% nhận nhà ở ngay phần còn lại thanh toán 24 tháng - CĐT hỗ trợ lãi trong vòng 2 năm,"Dự án Celadon City, Đường N1, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh","Mua hàng trực tiếp chủ đầu tư các sản phẩm 2PN, 3PN, 4PN và đặc biệt shop cam kết thuê lại 5 năm trung bình lợi nhuận 6%/năm Duplex penthouse có sân vườn riêng.

* Chương trình bán hàng:
- Cọc 50tr - 100tr - 200tr.
- Kí HĐMB: 15% + 2% phí bảo trì nhận nhà vào ở ngay.
- Phần còn lại trả chậm trong 24 tháng (mỗi đợt 10%cách nhau 3 tháng).
- Chiết khấu ưu đãi 10%.
- Tặng bộ tủ kệ bếp trên dưới.
- Tặng kèm chỗ đậu xe hơi dưới hầm sở hữu lâu dài gắn liền căn hộ.

* Đặc biệt có chương trình ân hạn nợ gốc và Lãi trong 24 tháng, từ tháng thứ 25 khách hàng mới phải đóng tiền gốc lãi cho ngân hàng.

* Rổ hàng sang nhượng giá tốt:
- Khu Diamond Alnata - (nhận nhà ở ngay).
- 2PN (85m - 92m²): Giá từ 4,6tỷ.
- 3PN 104 - 119m²: 5tỷ9.
- Skylinked villa: 160 - 250m² (xe hơi chạy lên tận nhà) giá từ 9tỷ.

- Khu Diamond Alnata Plus - (nhận nhà ở ngay), tặng kèm ô đậu xe dưới hầm.
- 2 PN (85m - 88m²): Giá 5 tỷ 250,000,000 VND.
- 3 PN 107m - 119m²: Giá 6,300,000,000 VND.

* Căn hộ tầng trệt 1 trệt và 1 lửng.
- Diện tích tim tường: 302.8m².
- Diện tích thông thuỷ: 283.5m².
- Giá bán: 24.4tỷ.

- Khu Diamond Brilliant (nhận nhà ở ngay).
- 2 PN 97m²: Giá 5,150,000,000VND.
- 2 PN + 1 112m²: Giá 5tỷ550,000,000VND.
- 3PN 127 - 141m²: 7tỷ600,000,000VND.

- Khu Diamond Centery tiêu chuẩn Resort (nhận nhà Quý 3/2024): Sản phẩm 2PN, 3PN, Duplex, Penthouse. Giá chỉ từ 6,3tỷ với diện tích 96m. Mua trực tiếp từ Chủ Đầu Tư thanh toán 24 tháng theo tiến độ, nhận nhà vô ở vẫn tiếp tục thanh toán.
- 2PN 86 và 96m²: 6,300,000,000VND.
- 3PN 120m²: 8tỷ500,000,000VND.

Liên hệ nhân viên chủ đầu tư để được tư vấn và xem thực tế căn hộ.

Khu đô thị đẳng cấp quốc tế Celadon City.
Website http://celadon-city.com.vn/khu-diamond-centery/
Hotline:
0937 477 ***
.
Emaill: hang.tranthile@gamudaland.com.my.
Khu nhà mẫu Gamuda Land - Số 68, Đường N1, P. Sơn Kỳ, Q. Tân Phú, TP. HCM.",119 m²,"6,45 tỷ",Đông - Nam,Tây - Bắc,3 phòng,2 phòng,,,21/07/2024,28/07/2024,Tin VIP Kim Cương,40282440
"Bán rẻ nhất thị trường: Căn 2 phòng ngủ-7,5tỷ; 3 phòng ngủ-15tỷ; 4phòng ngủ-26tỷ; 6 phòng ngủ- 48tỷ","Dự án Vinhomes Golden River Ba Son, Phố Tôn Đức Thắng, Phường Bến Nghé, Quận 1, Hồ Chí Minh","I) Tất cả những căn công ty đăng bán dưới đây là những căn đã có sổ đỏ lâu dài vĩnh viễn.
- Giá bán đã bao gồm tất cả các loại thuế phí sang nhượng để ra sổ đỏ vĩnh viễn đứng tên quý khách.
- Quý khách nên gọi điện trực tiếp cả 2 số điện thoại: Mr Sơn - Giám đốc
0916 618 ***
Zalo, viber, Whatsapp), Mr Hà - phó giám đốc
0917 698 ***
. Và kết bạn Zalo ngay để công ty chúng tôi gửi ảnh thực tế của căn hộ và biệt thự.
- Email: Vinhomes.bason86@gmail.com
- Địa chỉ văn phòng: Toà Aqua 3.
II) Quỹ căn siêu hot giá tốt nhất dự án. Mỗi căn đều có ghi chú (noted) rõ: SHLD (sổ đỏ lâu dài); OT (loại hình officetel sở hữu 50 năm); Đầy đủ nội thất (full NT); Nội thất cơ bản (NTCB).
* Bảng giá 2 PN.
- 78.5m², full NT view Bitexco, đã có sổ, giá 7,94tỷ.
- 80m² view Bitexco đã có sổ giá 11,2tỷ.
* Bảng giá căn 3 PN.
- 99m², full NT giá 13,4 tỷ đến 15,9tỷ.
- 110m² tòa Lux6, full NT giá 15.5tỷ.
- 118m², full NT giá 19tỷ.
- 121m², NTCB giá 18.5tỷ.
- 121m² vòng cung view Bitexco full NT giá 18tỷ.
- 121m² vòng cung view Bitexco tầng cao view thoáng giá 22 tỷ.
* Bảng giá căn 4PN.
- 157m² view L81 NTCB giá 35tỷ.
- 160m² view Bitexco NTCB giá 40tỷ.
- 157m² tòa A4 view L81 full NT giá 38tỷ.
- Căn đập thông sông 300m giá 85tỷ. Căn đập thông view thành phố 45tỷ.

* Dịch vụ trọn gói đến tay khách hàng.
Nhằm đảm bảo đến tay khách hàng những dịch vụ tiện ích nhất.
+ Xem căn hộ nhanh chóng 24/07 sắp xếp theo giờ khách hàng mong muốn.
+ Thương lượng giá trực tiếp với chủ căn hộ.
+ Soạn thảo cung cấp hợp đồng đến hai bên giữa chủ nhà và khách hàng (hợp đồng song ngữ nếu cần).
+ Cung cấp dịch vụ tạm trú, xuất hóa đơn.
+ Tặng miễn phí khách hàng vệ sinh căn hộ lần đầu khi dọn vào căn hộ.
Tiện ích miễn phí tại dự án.
+ Phòng tập Gym tại lầu 1 tại mỗi tòa nhà.
+ Hồ bơi ngoài trời tại mỗi tòa nhà.
+ Chòi nướng ngoài trời BBQ.
+ Sân tập thể thao, cầu lông, tenis, bóng chuyền.
+ Phòng họp tại mỗi tầng trệt tòa nhà.
+ Dọn rác mỗi ngày và hành lang không gian trung.
Tại Vinhomes Bason khách hàng được nâng tầm chất lượng cuộc sống với sự tiện ích tuyệt vời.
+ Vị trí dự án tại trung tâm quận 1.
+ Tuyến ngầm metro bến thành xuối tiên ngay tại dự án.
+ Lễ tân tại mỗi sảnh tòa nhà sẵn sàng phục vụ khách hàng.
+ Đội ngũ an ninh trực 24/07.
+ Nhà hàng, quán ăn, siêu thị, cửa hàng tiện lợi phục vụ 24/07 ngay shophouse chân đế mỗi tòa nhà.
+ Khu vui chơi trẻ em.
+ Trường học quốc tế, mầm non, cấp 1, cấp 2 ngay tại dự án.
+ Đường dạo bộ ven sông dài 1km bờ sông công viên ven sông đẹp nhất trung tâm Q1.
+ Đặc biệt có trung tâm thương mại 55 tầng tại ngay dự án Grand Marina Tower.

III - Đặc biệt công ty sẽ: Tìm căn hợp lý nhất theo đúng nhu cầu của quý khách.
- Chúng tôi tự tin là đơn vị có giỏ hàng bán và cho thuê Bason giá tốt nhất, đa dạng nhất. Chúng tôi cam kết thông tin chính xác, minh bạch và bảo mật cho khách hàng.","78,5 m²","7,94 tỷ",Đông - Nam,Đông - Nam,2 phòng,2 phòng,Sổ đỏ,"Đã hoàn thiện đẹp, cao cấp và sang trọng.",21/07/2024,28/07/2024,Tin VIP Kim Cương,40266721
Chưa bao giờ mà sở hữu căn hộ cao cấp biển Vũng Tàu mà thanh toán chỉ 20% nhận nhà full nội thất,"Dự án Vung Tau Centre Point, Đường Nguyễn Hữu Cảnh, Phường Nguyễn An Ninh, Vũng Tàu, Bà Rịa Vũng Tàu","Căn hộ cao cấp sở hữu lâu dài Vung Tau Centre Point đã vào giai đoạn hoàn thiện nội thất.
Nhận nhà vào cuối năm 2024 và bàn giao toàn bộ tiện ích dự án vào quý 1/2025.
Tọa lạc tại 4 mặt tiền khu đô thị Chí Linh và 4 mặt view biển.
Sáng ngắm bình minh tuyệt đẹp - chiều đón hoàng hôn ấm áp.
Tổng diện tích dự án 7400m² vào cao 25 tầng nổi và 2 tầng hầm.
Được chia làm 2 block căn hộ gồm 540 căn hộ điển hình và 29 căn Duplex.
Căn hộ 3PN diện tích 102m².
5 tầng thương mại sở hữu full tiện ích(all in one) cho quý cư dân.
Dự án căn hộ cao cấp sở hữu lâu dài đầu tiên tại thành phố biển Vũng Tàu.
Giai đoạn mở bán cuối cùng chỉ còn 100 căn cho quý khách hàng kịp cơ hội sở hữu.
Tặng lên đến 7 chỉ vàng khi sở hữu căn hộ trong giai đoạn này.
Chiết khấu khủng lên tới 18% hơn 500 triệu/căn.
Thanh toán 20% nhận nhà ngân hàng hỗ trợ 50% (ân hạn lãi, gốc lên đến 18 tháng).
Liên hệ:
0836 798 ***
Từ chủ đầu tư để được hỗ trợ tốt nhất 24/7.",102 m²,"5,6 tỷ",Đông - Nam,Tây - Bắc,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16/07/2024,31/07/2024,Tin thường,40410995
"Rổ hàng Celadon City từ chủ đầu tư Gamuda Land nhận nhà chỉ 15%, trả 24 tháng, ân hạn gốc lãi 2 năm","Dự án Celadon City, Đường N1, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh","* Liên hệ trực tiếp với phòng kinh doanh chủ đầu tư Gamuda Land Dương Hồng để có thông tin chi tiết về bảng giá bán căn hộ Diamond Celadon City, thuê căn hộ Diamond Celadon City tiến độ, pháp lý dự án, chính xác - uy tín.

* Tiến độ bàn giao từng khu:
- Đã bàn giao (từ 45 - 50 triệu/ m²).
+ Bán Diamond Alnata Celadon City: Đã nhận nhà đầu 2023.
+ Bán Diamond Alnata Plus Celadon City: Đã nhận quý 4/2023.
+ Bán Diamond Brilliant Celadon City: Đã nhận nhà đầu 2023.
+ Bán Diamond Centery Celadon City: Nhận quý 3/2024.
- Đã hiện hữu: Bán Emerald Celadon City, Ruby. (đã có sổ hồng).

* Đa dạng loại căn hộ:
1/ Căn 2PN: Diện tích từ 85; 88; 92; 96; 119m² - giá chỉ từ 4 tỷ 500 (full sổ).
2/ Căn 3PN: Diện tích từ: 103; 117; 141; 159m² - giá chỉ từ 5 tỷ 450 (full sổ).
3/ Sản phẩm đầu tư đặc biệt:
- Bán Skylinked Villa Celadon City duy nhất chỉ dự án Celadon City sở hữu với đường chạy trên không và có gara oto tận trong căn với diện tích từ 160 - 240m² - giá chỉ từ 9 tỷ 200 (full sổ).
- Căn hộ Duplex (thông tầng): Diện tích từ 98m² - 200m².
- Căn hộ Duplex - Penthouse Celadon City (thông tầng dạng đặc biệt): Diện tích từ: 161; 214; 289m².
- The Glen - Gamuda Land Exclusive Nest 98 condo villas có giá trị cao nhất tại Celadon City, sản phẩm được giới nhà giàu khu tây quan tâm nhất với kết cấu 1 hầm, 1 trệt và 4 tầng. Diện tích dao động từ 350 - 470m.
- Bán shophouse Celadon City chỉ 68 căn có mặt tiền đường rộng 61m, hành lang phía trước lên đến 15m, một lợi thế cực kỳ lớn cho công việc kinh doanh mọi ngành nghề không phải Shophouse nào cũng được sở hữu - giá chỉ từ 19 tỷ 900 (full sổ).

* Ngân hàng hỗ trợ vay vốn lên đến 80% giá trị căn hộ, lãi suất cố định 6% trong 2 năm đầu, trong vòng 25 năm với nhiều lãi suất ưu đãi tối ưu: Hong Leong, Public bank, Vietcombank, Vietin Bank, BIDV... Đặc biệt với chương trình ân hạn nơ gốc lãi tài trợ cho cư dân (2 năm đầu không trả gốc lãi).

* Tiện ích liền kề bậc nhất khu Tây thành phố:
- Công viên cây xanh 16 ha đã hoàn thiện.
- Khu phức hợp thể thao với đầy đủ loại hình như: Hồ bơi Olympic, phòng xông hơi khô, ướt, phòng gym, sân cầu lông, tennis, bóng đá đã hoàn thiện.
- Hệ thống trường học các cấp: Trường Quốc tế Á Châu, trường dân lập Nguyễn Khuyến, trường mầm non Maple Bear, trường THCS Tôn Thất Tùng, THPT Lê Trọng Tấn.
- Phòng khám bác sĩ gia đình CarePlus.
- Làng văn hóa cùng hàng loạt tiện ích nội khu như khu BBQ, xe điện free, khu thể thao ngoài trời...
------------------------------------------------------------------------------------------------------------------------------------------------------------
Hotline PKD chủ đầu tư:
0888 143 ***
Dương Hồng Gamuda Land.
https://gamuda-celadoncity.com/
https://gamudaland-hcmc.com/du-an/khu-do-thi-celadon-city/
Mail: hong.duongdanganh@gamudaland.com.my
Khu nhà mẫu Gamuda Land - Số 68, Đường N1, P. Sơn Kỳ, Q. Tân Phú, TP. HCM.",85 m²,"4,3 tỷ",,,2 phòng,2 phòng,Đang chờ sổ.,,13/07/2024,28/07/2024,Tin VIP Kim Cương,39157555
